stg,start_age,speciesRT,speciesBC,speciesSIB,run,genusRT,genusBC,genusSIB
"(89.8,93.9]",3.6,140,88,115,86,214,161,160
"(93.9,100]",2.58,180,93,173,86,255,158,238
"(100,113]",1.8,92,68,88,86,143,118,127
"(113,125]",0.781,40,28,36,86,74,61,60
"(125,129]",0.126,21,16,11,86,44,38,22
"(129,133]",0.0117,17,11,13,86,34,27,26
"(133,140]",0.0082,28,6,26,86,43,18,41
"(140,155]",0.0042,2,2,2,86,2,2,2
"(0.0042,0.0082]",139.8,11,6,5,87,15,11,5
"(0.0082,0.0117]",132.9,17,11,7,87,19,15,4
"(0.0117,0.126]",129.4,50,17,46,87,60,18,57
"(0.126,0.781]",125,54,44,36,87,74,52,53
"(0.781,1.8]",113,57,48,30,87,81,67,41
"(1.8,2.58]",100.5,66,55,35,87,90,79,44
"(2.58,3.6]",93.9,110,62,90,87,152,86,129
"(3.6,5.33]",89.8,148,99,128,87,207,141,179
"(5.33,7.25]",86.3,164,124,118,87,236,184,166
"(7.25,11.6]",83.6,186,139,144,87,270,210,210
"(11.6,13.8]",72.1,210,156,158,87,297,235,219
"(13.8,16]",66,221,185,164,87,325,273,237
"(16,20.4]",61.6,228,193,181,87,338,284,274
"(20.4,23]",59.2,189,173,136,87,290,272,204
"(23,28.1]",56,174,136,122,87,271,229,174
"(28.1,33.9]",47.8,157,123,103,87,257,213,161
"(33.9,37.8]",41.2,208,103,177,87,325,199,271
"(37.8,41.2]",37.8,228,147,175,87,360,256,269
"(41.2,47.8]",33.9,248,177,213,87,383,304,321
"(47.8,56]",28.1,269,167,255,87,387,276,342
"(56,59.2]",23.03,185,112,167,87,284,200,229
"(59.2,61.6]",20.44,113,105,57,87,194,187,71
"(61.6,66]",15.97,151,88,130,87,241,172,191
"(66,72.1]",13.82,217,69,202,87,318,137,284
"(72.1,83.6]",11.63,240,108,224,87,344,189,306
"(83.6,86.3]",7.246,151,112,119,87,237,190,165
"(86.3,89.8]",5.333,104,75,70,87,186,151,106
"(89.8,93.9]",3.6,139,89,114,87,216,160,160
"(93.9,100]",2.58,180,92,173,87,254,160,237
"(100,113]",1.8,92,68,88,87,143,118,127
"(113,125]",0.781,40,28,36,87,71,61,56
"(125,129]",0.126,22,17,12,87,45,36,23
"(129,133]",0.0117,17,11,13,87,35,27,28
"(133,140]",0.0082,31,9,29,87,41,17,39
"(140,155]",0.0042,2,2,2,87,2,2,2
"(0.0042,0.0082]",139.8,8,5,4,88,15,10,6
"(0.0082,0.0117]",132.9,17,8,9,88,18,14,5
"(0.0117,0.126]",129.4,49,17,46,88,61,18,58
"(0.126,0.781]",125,53,42,36,88,74,54,52
"(0.781,1.8]",113,59,48,30,88,80,66,44
"(1.8,2.58]",100.5,64,56,32,88,90,78,40
"(2.58,3.6]",93.9,117,61,98,88,157,86,135
"(3.6,5.33]",89.8,148,106,128,88,204,146,171
"(5.33,7.25]",86.3,159,125,115,88,230,181,164
"(7.25,11.6]",83.6,186,136,141,88,273,205,206
"(11.6,13.8]",72.1,196,153,146,88,296,237,213
"(13.8,16]",66,226,178,171,88,327,274,234
"(16,20.4]",61.6,226,188,180,88,336,287,270
"(20.4,23]",59.2,191,176,134,88,296,274,212
"(23,28.1]",56,174,137,122,88,273,229,177
"(28.1,33.9]",47.8,154,121,98,88,252,212,161
"(33.9,37.8]",41.2,207,102,174,88,333,196,278
"(37.8,41.2]",37.8,232,145,181,88,360,269,273
"(41.2,47.8]",33.9,237,172,201,88,387,303,322
"(47.8,56]",28.1,272,167,258,88,388,277,345
"(56,59.2]",23.03,182,112,162,88,281,199,227
"(59.2,61.6]",20.44,111,102,59,88,192,187,68
"(61.6,66]",15.97,149,86,128,88,235,162,187
"(66,72.1]",13.82,221,72,206,88,318,137,284
"(72.1,83.6]",11.63,240,108,224,88,344,189,307
"(83.6,86.3]",7.246,151,112,118,88,239,190,171
"(86.3,89.8]",5.333,100,73,64,88,180,149,98
"(89.8,93.9]",3.6,137,86,112,88,216,160,161
"(93.9,100]",2.58,181,92,174,88,255,159,238
"(100,113]",1.8,92,68,88,88,143,118,127
"(113,125]",0.781,40,28,36,88,75,61,61
"(125,129]",0.126,22,17,14,88,41,36,20
"(129,133]",0.0117,17,11,13,88,32,27,24
"(133,140]",0.0082,29,7,27,88,45,18,43
"(140,155]",0.0042,2,2,2,88,2,2,2
"(0.0042,0.0082]",139.8,11,5,7,89,15,9,7
"(0.0082,0.0117]",132.9,17,10,7,89,18,14,4
"(0.0117,0.126]",129.4,51,17,48,89,59,18,56
"(0.126,0.781]",125,53,43,33,89,74,53,48
"(0.781,1.8]",113,56,47,28,89,80,64,43
"(1.8,2.58]",100.5,64,56,31,89,92,80,40
"(2.58,3.6]",93.9,112,60,96,89,154,87,130
"(3.6,5.33]",89.8,151,101,130,89,206,144,174
"(5.33,7.25]",86.3,171,127,129,89,221,181,152
"(7.25,11.6]",83.6,186,145,138,89,275,200,217
"(11.6,13.8]",72.1,201,156,148,89,291,234,209
"(13.8,16]",66,223,179,165,89,323,265,233
"(16,20.4]",61.6,229,192,189,89,337,286,273
"(20.4,23]",59.2,193,179,137,89,297,279,209
"(23,28.1]",56,172,137,121,89,274,228,180
"(28.1,33.9]",47.8,160,122,108,89,253,214,156
"(33.9,37.8]",41.2,207,104,175,89,330,198,273
"(37.8,41.2]",37.8,228,145,180,89,358,261,265
"(41.2,47.8]",33.9,249,180,211,89,383,299,317
"(47.8,56]",28.1,272,170,258,89,388,280,344
"(56,59.2]",23.03,185,111,168,89,279,199,225
"(59.2,61.6]",20.44,112,102,59,89,190,181,74
"(61.6,66]",15.97,147,88,126,89,237,165,189
"(66,72.1]",13.82,221,71,206,89,318,137,284
"(72.1,83.6]",11.63,238,108,222,89,345,189,308
"(83.6,86.3]",7.246,155,114,122,89,239,192,170
"(86.3,89.8]",5.333,102,75,66,89,182,149,104
"(89.8,93.9]",3.6,138,87,113,89,216,159,162
"(93.9,100]",2.58,181,92,174,89,254,160,237
"(100,113]",1.8,92,68,88,89,143,118,127
"(113,125]",0.781,41,28,38,89,73,61,60
"(125,129]",0.126,20,16,10,89,43,36,22
"(129,133]",0.0117,15,11,11,89,33,27,26
"(133,140]",0.0082,31,7,29,89,43,17,41
"(140,155]",0.0042,2,2,2,89,2,2,2
"(0.0042,0.0082]",139.8,15,9,6,90,16,10,6
"(0.0082,0.0117]",132.9,17,14,4,90,18,15,3
"(0.0117,0.126]",129.4,50,17,47,90,63,18,60
"(0.126,0.781]",125,53,43,37,90,73,56,50
"(0.781,1.8]",113,57,48,29,90,81,65,42
"(1.8,2.58]",100.5,66,57,32,90,93,80,42
"(2.58,3.6]",93.9,113,60,94,90,155,88,133
"(3.6,5.33]",89.8,146,99,127,90,201,142,172
"(5.33,7.25]",86.3,161,126,116,90,229,179,164
"(7.25,11.6]",83.6,191,139,149,90,272,205,209
"(11.6,13.8]",72.1,203,156,152,90,294,235,210
"(13.8,16]",66,227,186,166,90,321,270,242
"(16,20.4]",61.6,232,192,191,90,341,282,278
"(20.4,23]",59.2,197,184,142,90,296,280,209
"(23,28.1]",56,176,139,124,90,274,229,175
"(28.1,33.9]",47.8,156,121,99,90,253,215,153
"(33.9,37.8]",41.2,208,105,176,90,329,196,272
"(37.8,41.2]",37.8,231,144,178,90,354,257,265
"(41.2,47.8]",33.9,247,180,211,90,382,300,319
"(47.8,56]",28.1,269,169,254,90,384,275,341
"(56,59.2]",23.03,186,111,165,90,281,199,225
"(59.2,61.6]",20.44,109,104,55,90,195,187,74
"(61.6,66]",15.97,149,85,128,90,237,166,191
"(66,72.1]",13.82,222,73,207,90,316,134,282
"(72.1,83.6]",11.63,237,108,221,90,345,189,308
"(83.6,86.3]",7.246,153,109,121,90,238,192,170
"(86.3,89.8]",5.333,102,75,66,90,183,150,106
"(89.8,93.9]",3.6,137,88,112,90,216,159,160
"(93.9,100]",2.58,179,90,172,90,254,159,237
"(100,113]",1.8,92,68,88,90,143,118,127
"(113,125]",0.781,42,28,38,90,76,61,63
"(125,129]",0.126,19,16,12,90,41,37,21
"(129,133]",0.0117,16,11,12,90,35,27,27
"(133,140]",0.0082,30,7,28,90,42,18,40
"(140,155]",0.0042,2,2,2,90,2,2,2
"(0.0042,0.0082]",139.8,13,5,9,91,15,9,7
"(0.0082,0.0117]",132.9,18,13,5,91,19,15,4
"(0.0117,0.126]",129.4,49,17,46,91,60,18,57
"(0.126,0.781]",125,53,42,37,91,74,53,54
"(0.781,1.8]",113,57,47,32,91,78,65,45
"(1.8,2.58]",100.5,64,55,32,91,90,76,46
"(2.58,3.6]",93.9,114,61,96,91,153,87,131
"(3.6,5.33]",89.8,146,102,125,91,207,143,176
"(5.33,7.25]",86.3,160,124,120,91,225,183,162
"(7.25,11.6]",83.6,190,141,150,91,278,207,216
"(11.6,13.8]",72.1,200,153,151,91,289,235,206
"(13.8,16]",66,226,181,168,91,327,267,242
"(16,20.4]",61.6,229,189,186,91,339,285,279
"(20.4,23]",59.2,190,177,139,91,290,272,201
"(23,28.1]",56,175,138,125,91,269,229,172
"(28.1,33.9]",47.8,159,125,100,91,254,213,159
"(33.9,37.8]",41.2,206,103,175,91,329,195,274
"(37.8,41.2]",37.8,231,146,186,91,359,261,264
"(41.2,47.8]",33.9,244,176,209,91,384,301,321
"(47.8,56]",28.1,270,167,256,91,387,277,343
"(56,59.2]",23.03,183,111,166,91,280,200,225
"(59.2,61.6]",20.44,107,100,50,91,189,182,70
"(61.6,66]",15.97,148,85,128,91,237,164,189
"(66,72.1]",13.82,221,71,206,91,319,138,285
"(72.1,83.6]",11.63,238,108,222,91,343,189,306
"(83.6,86.3]",7.246,153,111,121,91,235,187,163
"(86.3,89.8]",5.333,103,77,67,91,181,149,103
"(89.8,93.9]",3.6,139,87,114,91,216,159,160
"(93.9,100]",2.58,180,92,173,91,255,159,238
"(100,113]",1.8,92,68,88,91,143,118,127
"(113,125]",0.781,38,28,35,91,74,61,59
"(125,129]",0.126,23,16,13,91,42,36,19
"(129,133]",0.0117,16,11,12,91,35,27,27
"(133,140]",0.0082,31,8,29,91,43,19,41
"(140,155]",0.0042,2,2,2,91,2,2,2
"(0.0042,0.0082]",139.8,11,6,5,92,13,6,7
"(0.0082,0.0117]",132.9,18,11,7,92,18,13,6
"(0.0117,0.126]",129.4,50,17,47,92,61,18,58
"(0.126,0.781]",125,53,43,34,92,73,54,51
"(0.781,1.8]",113,54,47,28,92,80,65,45
"(1.8,2.58]",100.5,64,53,36,92,91,78,42
"(2.58,3.6]",93.9,113,60,97,92,157,87,136
"(3.6,5.33]",89.8,145,101,126,92,203,145,169
"(5.33,7.25]",86.3,166,123,122,92,227,181,156
"(7.25,11.6]",83.6,189,142,147,92,279,208,214
"(11.6,13.8]",72.1,203,155,147,92,304,237,217
"(13.8,16]",66,220,181,165,92,320,275,234
"(16,20.4]",61.6,233,191,187,92,342,286,277
"(20.4,23]",59.2,192,181,141,92,293,277,202
"(23,28.1]",56,176,137,127,92,275,230,174
"(28.1,33.9]",47.8,153,122,101,92,253,215,154
"(33.9,37.8]",41.2,207,101,176,92,329,196,272
"(37.8,41.2]",37.8,226,145,177,92,357,262,266
"(41.2,47.8]",33.9,248,177,211,92,390,305,327
"(47.8,56]",28.1,268,165,254,92,387,277,344
"(56,59.2]",23.03,181,112,162,92,277,199,224
"(59.2,61.6]",20.44,115,101,62,92,193,184,72
"(61.6,66]",15.97,146,87,124,92,240,168,194
"(66,72.1]",13.82,225,74,210,92,318,135,284
"(72.1,83.6]",11.63,239,109,223,92,345,190,307
"(83.6,86.3]",7.246,157,116,124,92,238,192,166
"(86.3,89.8]",5.333,102,76,66,92,187,152,108
"(89.8,93.9]",3.6,137,86,112,92,216,161,159
"(93.9,100]",2.58,181,92,174,92,255,160,238
"(100,113]",1.8,92,68,88,92,143,118,127
"(113,125]",0.781,39,28,36,92,73,61,57
"(125,129]",0.126,22,16,14,92,42,35,20
"(129,133]",0.0117,17,11,14,92,34,27,26
"(133,140]",0.0082,31,9,29,92,43,18,41
"(140,155]",0.0042,2,2,2,92,2,2,2
"(0.0042,0.0082]",139.8,14,6,9,93,15,8,7
"(0.0082,0.0117]",132.9,17,14,4,93,18,15,4
"(0.0117,0.126]",129.4,50,17,47,93,62,18,59
"(0.126,0.781]",125,51,43,33,93,69,55,50
"(0.781,1.8]",113,58,45,31,93,75,60,39
"(1.8,2.58]",100.5,64,57,28,93,92,74,46
"(2.58,3.6]",93.9,118,60,104,93,156,88,136
"(3.6,5.33]",89.8,148,107,127,93,203,143,173
"(5.33,7.25]",86.3,161,124,120,93,228,182,168
"(7.25,11.6]",83.6,190,140,149,93,274,204,213
"(11.6,13.8]",72.1,202,154,150,93,299,237,210
"(13.8,16]",66,222,181,162,93,328,275,247
"(16,20.4]",61.6,230,191,185,93,335,287,268
"(20.4,23]",59.2,192,179,139,93,293,273,207
"(23,28.1]",56,172,137,122,93,270,227,174
"(28.1,33.9]",47.8,156,121,105,93,254,212,161
"(33.9,37.8]",41.2,208,101,179,93,331,198,275
"(37.8,41.2]",37.8,238,146,189,93,361,266,268
"(41.2,47.8]",33.9,242,183,207,93,388,303,321
"(47.8,56]",28.1,268,166,253,93,390,281,347
"(56,59.2]",23.03,184,110,165,93,279,201,226
"(59.2,61.6]",20.44,111,105,59,93,192,181,77
"(61.6,66]",15.97,145,82,126,93,235,164,187
"(66,72.1]",13.82,220,70,205,93,321,140,287
"(72.1,83.6]",11.63,240,108,224,93,344,189,305
"(83.6,86.3]",7.246,153,114,119,93,239,190,167
"(86.3,89.8]",5.333,106,76,70,93,180,149,103
"(89.8,93.9]",3.6,136,89,112,93,217,160,159
"(93.9,100]",2.58,180,90,173,93,254,159,237
"(100,113]",1.8,92,68,88,93,143,118,127
"(113,125]",0.781,38,28,34,93,72,61,58
"(125,129]",0.126,25,18,17,93,42,34,21
"(129,133]",0.0117,15,11,11,93,33,27,25
"(133,140]",0.0082,31,7,29,93,43,17,41
"(140,155]",0.0042,2,2,2,93,2,2,2
"(0.0042,0.0082]",139.8,8,5,4,94,13,8,5
"(0.0082,0.0117]",132.9,17,8,10,94,18,13,5
"(0.0117,0.126]",129.4,50,17,47,94,62,18,59
"(0.126,0.781]",125,53,43,36,94,71,55,51
"(0.781,1.8]",113,55,46,30,94,77,62,43
"(1.8,2.58]",100.5,63,54,35,94,90,76,45
"(2.58,3.6]",93.9,116,60,99,94,158,86,136
"(3.6,5.33]",89.8,146,105,124,94,204,147,176
"(5.33,7.25]",86.3,161,123,120,94,226,181,157
"(7.25,11.6]",83.6,183,139,142,94,273,206,212
"(11.6,13.8]",72.1,204,150,157,94,296,232,212
"(13.8,16]",66,221,182,161,94,327,272,235
"(16,20.4]",61.6,233,191,188,94,343,287,281
"(20.4,23]",59.2,191,178,145,94,294,281,203
"(23,28.1]",56,175,137,119,94,268,228,166
"(28.1,33.9]",47.8,157,123,101,94,255,210,160
"(33.9,37.8]",41.2,216,104,185,94,328,198,273
"(37.8,41.2]",37.8,237,153,186,94,358,260,267
"(41.2,47.8]",33.9,247,189,212,94,390,307,328
"(47.8,56]",28.1,269,164,255,94,391,279,348
"(56,59.2]",23.03,183,112,164,94,286,200,229
"(59.2,61.6]",20.44,114,106,62,94,196,191,66
"(61.6,66]",15.97,150,86,128,94,238,169,190
"(66,72.1]",13.82,220,71,205,94,320,140,286
"(72.1,83.6]",11.63,239,108,223,94,343,189,306
"(83.6,86.3]",7.246,153,112,120,94,240,192,169
"(86.3,89.8]",5.333,106,77,70,94,184,151,105
"(89.8,93.9]",3.6,136,89,112,94,215,160,158
"(93.9,100]",2.58,181,91,174,94,254,157,237
"(100,113]",1.8,92,68,88,94,143,118,127
"(113,125]",0.781,38,28,35,94,72,61,57
"(125,129]",0.126,24,17,16,94,45,37,23
"(129,133]",0.0117,18,11,14,94,32,27,25
"(133,140]",0.0082,29,8,27,94,43,16,41
"(140,155]",0.0042,2,2,2,94,2,2,2
"(0.0042,0.0082]",139.8,11,9,2,95,14,8,7
"(0.0082,0.0117]",132.9,17,11,7,95,18,14,5
"(0.0117,0.126]",129.4,50,17,47,95,63,18,60
"(0.126,0.781]",125,50,42,33,95,75,56,53
"(0.781,1.8]",113,59,45,33,95,82,67,41
"(1.8,2.58]",100.5,64,57,30,95,92,80,41
"(2.58,3.6]",93.9,114,61,97,95,161,88,138
"(3.6,5.33]",89.8,145,103,123,95,201,148,168
"(5.33,7.25]",86.3,158,122,112,95,234,180,174
"(7.25,11.6]",83.6,189,138,149,95,271,206,210
"(11.6,13.8]",72.1,194,153,140,95,294,235,208
"(13.8,16]",66,225,174,174,95,321,270,235
"(16,20.4]",61.6,228,192,185,95,346,285,281
"(20.4,23]",59.2,193,177,135,95,297,285,202
"(23,28.1]",56,172,136,122,95,273,230,175
"(28.1,33.9]",47.8,157,121,102,95,254,212,157
"(33.9,37.8]",41.2,209,104,176,95,326,199,266
"(37.8,41.2]",37.8,233,148,186,95,357,257,268
"(41.2,47.8]",33.9,244,179,208,95,384,299,320
"(47.8,56]",28.1,271,167,256,95,388,278,343
"(56,59.2]",23.03,183,111,163,95,283,202,229
"(59.2,61.6]",20.44,118,109,61,95,192,188,71
"(61.6,66]",15.97,148,86,127,95,236,162,187
"(66,72.1]",13.82,220,71,205,95,319,138,285
"(72.1,83.6]",11.63,240,108,224,95,343,189,306
"(83.6,86.3]",7.246,150,112,117,95,238,189,169
"(86.3,89.8]",5.333,105,76,70,95,183,149,102
"(89.8,93.9]",3.6,138,88,113,95,217,162,164
"(93.9,100]",2.58,180,91,173,95,254,159,237
"(100,113]",1.8,92,68,88,95,143,118,127
"(113,125]",0.781,40,28,37,95,74,61,60
"(125,129]",0.126,23,18,14,95,40,34,19
"(129,133]",0.0117,16,11,12,95,35,27,27
"(133,140]",0.0082,31,8,29,95,43,19,41
"(140,155]",0.0042,2,2,2,95,2,2,2
"(0.0042,0.0082]",139.8,11,6,5,96,13,7,7
"(0.0082,0.0117]",132.9,17,11,6,96,19,13,7
"(0.0117,0.126]",129.4,50,17,47,96,61,18,58
"(0.126,0.781]",125,51,43,35,96,73,54,51
"(0.781,1.8]",113,58,46,29,96,79,64,42
"(1.8,2.58]",100.5,65,57,32,96,91,77,47
"(2.58,3.6]",93.9,111,60,94,96,158,88,135
"(3.6,5.33]",89.8,145,98,120,96,204,147,170
"(5.33,7.25]",86.3,162,123,118,96,232,181,170
"(7.25,11.6]",83.6,185,142,141,96,275,211,208
"(11.6,13.8]",72.1,200,151,145,96,296,233,217
"(13.8,16]",66,226,180,167,96,317,268,228
"(16,20.4]",61.6,229,190,191,96,347,286,282
"(20.4,23]",59.2,195,180,134,96,292,279,198
"(23,28.1]",56,173,139,123,96,270,229,173
"(28.1,33.9]",47.8,157,121,103,96,252,212,157
"(33.9,37.8]",41.2,205,104,178,96,325,195,270
"(37.8,41.2]",37.8,228,141,177,96,360,257,269
"(41.2,47.8]",33.9,250,180,217,96,389,306,325
"(47.8,56]",28.1,270,169,255,96,387,278,344
"(56,59.2]",23.03,183,112,164,96,280,200,225
"(59.2,61.6]",20.44,112,105,62,96,186,178,70
"(61.6,66]",15.97,152,88,133,96,238,165,188
"(66,72.1]",13.82,220,70,205,96,321,141,287
"(72.1,83.6]",11.63,240,108,224,96,345,189,308
"(83.6,86.3]",7.246,154,115,120,96,240,193,165
"(86.3,89.8]",5.333,107,76,73,96,182,151,106
"(89.8,93.9]",3.6,138,90,113,96,217,159,161
"(93.9,100]",2.58,180,92,173,96,253,158,236
"(100,113]",1.8,92,68,88,96,143,118,127
"(113,125]",0.781,39,28,36,96,72,61,58
"(125,129]",0.126,24,18,16,96,42,34,23
"(129,133]",0.0117,16,11,12,96,33,27,25
"(133,140]",0.0082,29,6,27,96,43,17,41
"(140,155]",0.0042,2,2,2,96,2,2,2
"(0.0042,0.0082]",139.8,13,9,4,97,16,9,7
"(0.0082,0.0117]",132.9,17,12,6,97,18,15,3
"(0.0117,0.126]",129.4,50,17,47,97,60,18,57
"(0.126,0.781]",125,51,42,34,97,75,53,57
"(0.781,1.8]",113,53,45,28,97,82,67,44
"(1.8,2.58]",100.5,63,53,31,97,91,80,40
"(2.58,3.6]",93.9,109,59,95,97,158,87,136
"(3.6,5.33]",89.8,148,99,127,97,203,146,172
"(5.33,7.25]",86.3,165,124,116,97,226,181,163
"(7.25,11.6]",83.6,189,146,145,97,274,204,214
"(11.6,13.8]",72.1,200,152,152,97,283,234,197
"(13.8,16]",66,220,176,170,97,322,260,245
"(16,20.4]",61.6,230,189,192,97,339,281,279
"(20.4,23]",59.2,192,178,133,97,287,270,199
"(23,28.1]",56,178,139,124,97,273,230,174
"(28.1,33.9]",47.8,158,126,102,97,256,214,161
"(33.9,37.8]",41.2,207,104,179,97,331,198,274
"(37.8,41.2]",37.8,236,146,184,97,354,262,267
"(41.2,47.8]",33.9,244,183,208,97,386,300,322
"(47.8,56]",28.1,270,167,256,97,388,278,344
"(56,59.2]",23.03,185,110,167,97,278,199,226
"(59.2,61.6]",20.44,109,103,54,97,193,182,80
"(61.6,66]",15.97,148,85,127,97,236,166,188
"(66,72.1]",13.82,220,71,205,97,319,138,285
"(72.1,83.6]",11.63,240,108,224,97,344,189,307
"(83.6,86.3]",7.246,153,112,117,97,242,193,172
"(86.3,89.8]",5.333,103,76,67,97,183,149,103
"(89.8,93.9]",3.6,138,88,113,97,215,162,160
"(93.9,100]",2.58,181,93,174,97,254,158,237
"(100,113]",1.8,92,68,88,97,143,118,127
"(113,125]",0.781,41,28,38,97,74,61,61
"(125,129]",0.126,22,18,13,97,43,37,22
"(129,133]",0.0117,16,11,12,97,34,27,26
"(133,140]",0.0082,30,7,28,97,42,17,40
"(140,155]",0.0042,2,2,2,97,2,2,2
"(0.0042,0.0082]",139.8,15,8,7,98,13,8,5
"(0.0082,0.0117]",132.9,18,15,3,98,18,12,7
"(0.0117,0.126]",129.4,50,17,47,98,63,18,60
"(0.126,0.781]",125,51,43,34,98,73,55,50
"(0.781,1.8]",113,60,46,35,98,79,64,43
"(1.8,2.58]",100.5,63,57,30,98,91,78,44
"(2.58,3.6]",93.9,114,60,98,98,153,88,129
"(3.6,5.33]",89.8,150,103,128,98,204,143,174
"(5.33,7.25]",86.3,165,126,122,98,229,179,157
"(7.25,11.6]",83.6,191,145,145,98,277,208,216
"(11.6,13.8]",72.1,203,155,158,98,293,238,206
"(13.8,16]",66,223,183,160,98,325,270,240
"(16,20.4]",61.6,226,189,185,98,343,286,280
"(20.4,23]",59.2,191,175,140,98,295,279,207
"(23,28.1]",56,174,137,123,98,272,230,176
"(28.1,33.9]",47.8,159,124,104,98,253,212,160
"(33.9,37.8]",41.2,204,103,172,98,329,195,270
"(37.8,41.2]",37.8,234,146,183,98,362,263,274
"(41.2,47.8]",33.9,254,186,219,98,388,307,325
"(47.8,56]",28.1,270,168,255,98,386,275,340
"(56,59.2]",23.03,187,113,168,98,284,202,229
"(59.2,61.6]",20.44,114,106,55,98,191,184,69
"(61.6,66]",15.97,149,89,127,98,238,168,189
"(66,72.1]",13.82,223,72,208,98,318,138,284
"(72.1,83.6]",11.63,238,109,222,98,343,189,306
"(83.6,86.3]",7.246,151,111,117,98,239,190,170
"(86.3,89.8]",5.333,104,77,68,98,184,149,107
"(89.8,93.9]",3.6,138,86,113,98,217,162,160
"(93.9,100]",2.58,181,92,174,98,253,159,236
"(100,113]",1.8,92,68,88,98,143,118,127
"(113,125]",0.781,40,28,37,98,73,61,60
"(125,129]",0.126,21,16,14,98,42,35,20
"(129,133]",0.0117,15,11,11,98,34,27,26
"(133,140]",0.0082,31,7,29,98,40,15,38
"(140,155]",0.0042,2,2,2,98,2,2,2
"(0.0042,0.0082]",139.8,13,9,4,99,11,9,2
"(0.0082,0.0117]",132.9,17,13,4,99,19,11,9
"(0.0117,0.126]",129.4,49,17,46,99,61,18,58
"(0.126,0.781]",125,51,42,36,99,70,54,50
"(0.781,1.8]",113,56,45,28,99,78,61,45
"(1.8,2.58]",100.5,62,54,31,99,93,77,48
"(2.58,3.6]",93.9,115,59,102,99,155,89,133
"(3.6,5.33]",89.8,148,104,130,99,202,143,170
"(5.33,7.25]",86.3,162,125,122,99,216,179,146
"(7.25,11.6]",83.6,188,140,142,99,279,200,222
"(11.6,13.8]",72.1,203,155,150,99,292,235,210
"(13.8,16]",66,228,185,171,99,328,269,238
"(16,20.4]",61.6,228,190,189,99,345,289,280
"(20.4,23]",59.2,195,180,144,99,295,281,203
"(23,28.1]",56,175,138,121,99,270,229,171
"(28.1,33.9]",47.8,157,122,101,99,253,210,159
"(33.9,37.8]",41.2,211,105,179,99,324,197,269
"(37.8,41.2]",37.8,232,149,178,99,360,256,265
"(41.2,47.8]",33.9,251,185,214,99,388,306,324
"(47.8,56]",28.1,274,169,260,99,389,279,344
"(56,59.2]",23.03,185,114,166,99,282,200,227
"(59.2,61.6]",20.44,109,102,54,99,199,190,73
"(61.6,66]",15.97,151,89,130,99,242,174,194
"(66,72.1]",13.82,224,74,209,99,316,135,282
"(72.1,83.6]",11.63,239,108,223,99,344,189,306
"(83.6,86.3]",7.246,152,111,118,99,238,190,166
"(86.3,89.8]",5.333,104,77,65,99,181,148,106
"(89.8,93.9]",3.6,139,88,114,99,215,160,158
"(93.9,100]",2.58,179,91,172,99,254,158,237
"(100,113]",1.8,92,68,88,99,143,118,127
"(113,125]",0.781,38,28,35,99,77,61,63
"(125,129]",0.126,23,16,15,99,40,37,17
"(129,133]",0.0117,16,11,12,99,33,27,25
"(133,140]",0.0082,30,7,28,99,42,16,40
"(140,155]",0.0042,2,2,2,99,2,2,2
"(0.0042,0.0082]",139.8,13,8,6,100,14,9,5
"(0.0082,0.0117]",132.9,17,13,4,100,18,14,5
"(0.0117,0.126]",129.4,49,17,46,100,61,18,58
"(0.126,0.781]",125,54,43,38,100,70,54,44
"(0.781,1.8]",113,57,47,29,100,79,61,47
"(1.8,2.58]",100.5,63,55,33,100,94,79,45
"(2.58,3.6]",93.9,115,60,100,100,160,89,138
"(3.6,5.33]",89.8,145,101,124,100,202,148,170
"(5.33,7.25]",86.3,159,124,112,100,228,180,163
"(7.25,11.6]",83.6,195,143,152,100,275,206,212
"(11.6,13.8]",72.1,200,156,144,100,296,235,218
"(13.8,16]",66,226,181,172,100,322,269,232
"(16,20.4]",61.6,234,192,194,100,340,288,274
"(20.4,23]",59.2,190,179,134,100,302,284,215
"(23,28.1]",56,174,138,123,100,271,228,172
"(28.1,33.9]",47.8,159,123,105,100,255,214,161
"(33.9,37.8]",41.2,211,104,179,100,326,196,268
"(37.8,41.2]",37.8,235,148,185,100,359,260,275
"(41.2,47.8]",33.9,248,187,210,100,383,300,319
"(47.8,56]",28.1,268,166,253,100,384,274,338
"(56,59.2]",23.03,185,110,166,100,285,200,232
"(59.2,61.6]",20.44,111,107,60,100,198,189,75
"(61.6,66]",15.97,151,85,132,100,236,169,187
"(66,72.1]",13.82,218,70,203,100,319,138,285
"(72.1,83.6]",11.63,238,108,222,100,344,189,307
"(83.6,86.3]",7.246,152,110,120,100,239,190,168
"(86.3,89.8]",5.333,101,75,63,100,185,151,109
"(89.8,93.9]",3.6,139,87,115,100,214,161,157
"(93.9,100]",2.58,180,92,173,100,254,158,237
"(100,113]",1.8,92,68,88,100,143,118,127
"(113,125]",0.781,41,28,38,100,74,61,59
"(125,129]",0.126,22,18,15,100,42,36,21
"(129,133]",0.0117,15,11,12,100,33,27,26
"(133,140]",0.0082,29,5,27,100,42,16,40
"(140,155]",0.0042,2,2,2,100,2,2,2
