stg,start_age,speciesRT,speciesBC,speciesSIB,run,genusRT,genusBC,genusSIB
"(37.8,41.2]",37.8,235,150,183,29,352,260,267
"(41.2,47.8]",33.9,246,182,208,29,387,299,322
"(47.8,56]",28.1,269,164,255,29,387,277,344
"(56,59.2]",23.03,186,111,167,29,278,199,223
"(59.2,61.6]",20.44,109,104,51,29,196,184,76
"(61.6,66]",15.97,151,88,131,29,237,168,188
"(66,72.1]",13.82,219,70,204,29,319,138,285
"(72.1,83.6]",11.63,240,108,224,29,344,189,307
"(83.6,86.3]",7.246,153,111,122,29,240,192,167
"(86.3,89.8]",5.333,102,76,64,29,182,150,104
"(89.8,93.9]",3.6,138,88,113,29,216,160,161
"(93.9,100]",2.58,181,93,174,29,255,159,238
"(100,113]",1.8,92,68,88,29,143,118,127
"(113,125]",0.781,40,28,37,29,75,61,60
"(125,129]",0.126,21,16,13,29,39,34,19
"(129,133]",0.0117,17,11,13,29,35,27,27
"(133,140]",0.0082,29,7,27,29,43,19,41
"(140,155]",0.0042,2,2,2,29,2,2,2
"(0.0042,0.0082]",139.8,13,8,5,30,15,8,8
"(0.0082,0.0117]",132.9,17,13,5,30,19,15,4
"(0.0117,0.126]",129.4,48,17,45,30,60,18,57
"(0.126,0.781]",125,51,42,37,30,73,53,56
"(0.781,1.8]",113,54,44,27,30,79,65,40
"(1.8,2.58]",100.5,64,54,34,30,94,79,47
"(2.58,3.6]",93.9,119,59,105,30,158,88,136
"(3.6,5.33]",89.8,143,106,122,30,206,146,174
"(5.33,7.25]",86.3,160,122,117,30,229,184,160
"(7.25,11.6]",83.6,191,139,149,30,276,208,213
"(11.6,13.8]",72.1,201,156,151,30,297,237,209
"(13.8,16]",66,226,183,171,30,327,272,242
"(16,20.4]",61.6,233,192,191,30,340,286,278
"(20.4,23]",59.2,191,178,137,30,288,272,196
"(23,28.1]",56,176,137,124,30,272,230,173
"(28.1,33.9]",47.8,156,124,100,30,259,216,164
"(33.9,37.8]",41.2,206,103,174,30,326,197,268
"(37.8,41.2]",37.8,239,149,185,30,362,262,275
"(41.2,47.8]",33.9,247,185,213,30,386,305,319
"(47.8,56]",28.1,272,169,257,30,386,277,343
"(56,59.2]",23.03,187,111,169,30,277,197,223
"(59.2,61.6]",20.44,109,105,57,30,189,180,70
"(61.6,66]",15.97,146,84,127,30,239,165,191
"(66,72.1]",13.82,220,69,205,30,316,136,282
"(72.1,83.6]",11.63,238,108,222,30,342,189,305
"(83.6,86.3]",7.246,154,112,120,30,238,190,166
"(86.3,89.8]",5.333,107,79,68,30,187,150,109
"(89.8,93.9]",3.6,140,89,115,30,216,162,159
"(93.9,100]",2.58,180,93,173,30,253,158,236
"(100,113]",1.8,92,68,88,30,143,118,127
"(113,125]",0.781,42,28,39,30,75,61,61
"(125,129]",0.126,21,18,12,30,39,34,17
"(129,133]",0.0117,16,11,12,30,36,27,28
"(133,140]",0.0082,31,8,29,30,41,18,39
"(140,155]",0.0042,2,2,2,30,2,2,2
"(0.0042,0.0082]",139.8,10,7,3,31,13,7,7
"(0.0082,0.0117]",132.9,18,10,9,31,19,13,6
"(0.0117,0.126]",129.4,49,17,46,31,62,18,59
"(0.126,0.781]",125,54,43,35,31,74,55,50
"(0.781,1.8]",113,58,48,32,31,81,65,47
"(1.8,2.58]",100.5,65,56,33,31,87,79,38
"(2.58,3.6]",93.9,112,61,93,31,155,84,135
"(3.6,5.33]",89.8,145,102,123,31,203,143,170
"(5.33,7.25]",86.3,160,121,121,31,235,181,165
"(7.25,11.6]",83.6,185,138,143,31,273,214,203
"(11.6,13.8]",72.1,194,153,140,31,295,234,219
"(13.8,16]",66,225,175,172,31,322,271,234
"(16,20.4]",61.6,230,191,188,31,344,285,280
"(20.4,23]",59.2,195,179,138,31,296,280,205
"(23,28.1]",56,170,137,123,31,271,228,174
"(28.1,33.9]",47.8,156,118,103,31,255,212,156
"(33.9,37.8]",41.2,203,102,174,31,329,198,274
"(37.8,41.2]",37.8,237,144,188,31,368,264,282
"(41.2,47.8]",33.9,246,185,214,31,383,308,317
"(47.8,56]",28.1,267,163,253,31,383,276,339
"(56,59.2]",23.03,184,110,164,31,280,195,228
"(59.2,61.6]",20.44,115,107,63,31,190,182,68
"(61.6,66]",15.97,148,88,127,31,239,166,191
"(66,72.1]",13.82,218,66,203,31,316,137,282
"(72.1,83.6]",11.63,239,109,223,31,344,189,307
"(83.6,86.3]",7.246,154,113,120,31,237,190,165
"(86.3,89.8]",5.333,103,75,70,31,185,150,106
"(89.8,93.9]",3.6,138,88,113,31,218,162,163
"(93.9,100]",2.58,180,92,173,31,253,159,236
"(100,113]",1.8,92,68,88,31,143,118,127
"(113,125]",0.781,40,28,36,31,74,61,59
"(125,129]",0.126,21,16,14,31,40,34,19
"(129,133]",0.0117,17,11,14,31,35,27,28
"(133,140]",0.0082,30,8,28,31,42,18,40
"(140,155]",0.0042,2,2,2,31,2,2,2
"(0.0042,0.0082]",139.8,15,10,6,32,16,7,10
"(0.0082,0.0117]",132.9,17,15,2,32,18,15,4
"(0.0117,0.126]",129.4,51,17,48,32,61,18,58
"(0.126,0.781]",125,54,44,39,32,71,54,49
"(0.781,1.8]",113,56,48,28,32,81,63,45
"(1.8,2.58]",100.5,64,55,30,32,90,78,43
"(2.58,3.6]",93.9,114,60,96,32,155,87,131
"(3.6,5.33]",89.8,147,103,130,32,201,143,172
"(5.33,7.25]",86.3,159,124,114,32,225,179,159
"(7.25,11.6]",83.6,190,140,147,32,276,206,214
"(11.6,13.8]",72.1,205,154,155,32,300,234,215
"(13.8,16]",66,216,178,158,32,325,276,237
"(16,20.4]",61.6,234,191,190,32,346,289,279
"(20.4,23]",59.2,192,179,136,32,295,280,201
"(23,28.1]",56,178,139,123,32,273,228,175
"(28.1,33.9]",47.8,157,125,102,32,256,216,161
"(33.9,37.8]",41.2,212,104,182,32,328,199,271
"(37.8,41.2]",37.8,236,147,181,32,362,261,276
"(41.2,47.8]",33.9,247,187,212,32,387,306,318
"(47.8,56]",28.1,270,168,256,32,390,279,346
"(56,59.2]",23.03,185,111,166,32,284,201,233
"(59.2,61.6]",20.44,112,105,64,32,186,182,68
"(61.6,66]",15.97,150,87,128,32,237,164,189
"(66,72.1]",13.82,224,76,209,32,317,137,283
"(72.1,83.6]",11.63,240,108,224,32,343,189,306
"(83.6,86.3]",7.246,151,112,117,32,240,191,168
"(86.3,89.8]",5.333,103,75,68,32,183,150,105
"(89.8,93.9]",3.6,138,88,114,32,215,161,157
"(93.9,100]",2.58,180,91,173,32,255,158,238
"(100,113]",1.8,92,68,88,32,143,118,127
"(113,125]",0.781,40,28,37,32,73,61,59
"(125,129]",0.126,22,17,13,32,44,37,22
"(129,133]",0.0117,16,11,12,32,36,27,28
"(133,140]",0.0082,30,7,28,32,41,18,39
"(140,155]",0.0042,2,2,2,32,2,2,2
"(0.0042,0.0082]",139.8,14,5,9,33,10,5,5
"(0.0082,0.0117]",132.9,17,14,3,33,18,10,8
"(0.0117,0.126]",129.4,51,17,48,33,61,18,59
"(0.126,0.781]",125,52,44,32,33,74,53,56
"(0.781,1.8]",113,55,46,27,33,81,66,45
"(1.8,2.58]",100.5,62,53,29,33,89,79,38
"(2.58,3.6]",93.9,114,59,97,33,147,86,125
"(3.6,5.33]",89.8,149,103,126,33,208,137,180
"(5.33,7.25]",86.3,166,126,127,33,225,183,156
"(7.25,11.6]",83.6,188,142,142,33,271,201,213
"(11.6,13.8]",72.1,205,154,153,33,291,235,208
"(13.8,16]",66,219,181,167,33,327,267,244
"(16,20.4]",61.6,225,190,183,33,342,289,275
"(20.4,23]",59.2,197,179,142,33,293,277,213
"(23,28.1]",56,174,139,122,33,274,228,179
"(28.1,33.9]",47.8,158,122,103,33,249,211,154
"(33.9,37.8]",41.2,215,103,187,33,330,197,271
"(37.8,41.2]",37.8,235,155,179,33,352,262,271
"(41.2,47.8]",33.9,250,184,215,33,388,297,324
"(47.8,56]",28.1,269,168,255,33,384,276,340
"(56,59.2]",23.03,187,112,166,33,280,199,226
"(59.2,61.6]",20.44,109,105,56,33,190,184,70
"(61.6,66]",15.97,148,83,129,33,233,160,186
"(66,72.1]",13.82,221,73,206,33,316,134,282
"(72.1,83.6]",11.63,240,108,224,33,343,189,306
"(83.6,86.3]",7.246,153,114,122,33,241,192,172
"(86.3,89.8]",5.333,107,76,70,33,183,150,104
"(89.8,93.9]",3.6,138,90,113,33,215,159,159
"(93.9,100]",2.58,181,93,174,33,254,159,237
"(100,113]",1.8,92,68,88,33,143,118,127
"(113,125]",0.781,41,28,37,33,73,61,58
"(125,129]",0.126,20,16,13,33,42,35,22
"(129,133]",0.0117,16,11,12,33,34,27,27
"(133,140]",0.0082,30,7,28,33,42,17,40
"(140,155]",0.0042,2,2,2,33,2,2,2
"(0.0042,0.0082]",139.8,15,6,10,34,16,14,2
"(0.0082,0.0117]",132.9,18,15,4,34,18,16,3
"(0.0117,0.126]",129.4,50,17,47,34,63,18,60
"(0.126,0.781]",125,52,43,37,34,76,56,57
"(0.781,1.8]",113,55,45,30,34,79,66,43
"(1.8,2.58]",100.5,63,54,31,34,92,78,42
"(2.58,3.6]",93.9,108,60,93,34,152,89,127
"(3.6,5.33]",89.8,146,97,125,34,203,139,175
"(5.33,7.25]",86.3,158,123,112,34,230,182,163
"(7.25,11.6]",83.6,189,136,146,34,271,205,209
"(11.6,13.8]",72.1,198,156,146,34,290,236,205
"(13.8,16]",66,222,177,164,34,327,270,243
"(16,20.4]",61.6,231,189,191,34,338,284,274
"(20.4,23]",59.2,187,174,131,34,294,274,208
"(23,28.1]",56,177,137,126,34,270,227,173
"(28.1,33.9]",47.8,158,125,101,34,255,211,156
"(33.9,37.8]",41.2,213,105,181,34,330,199,272
"(37.8,41.2]",37.8,232,147,185,34,360,267,257
"(41.2,47.8]",33.9,247,186,209,34,390,305,331
"(47.8,56]",28.1,271,167,257,34,382,273,339
"(56,59.2]",23.03,185,111,167,34,283,198,226
"(59.2,61.6]",20.44,114,107,59,34,191,186,71
"(61.6,66]",15.97,148,87,126,34,237,165,188
"(66,72.1]",13.82,219,69,204,34,316,135,282
"(72.1,83.6]",11.63,239,108,223,34,341,189,304
"(83.6,86.3]",7.246,155,114,120,34,238,187,168
"(86.3,89.8]",5.333,104,76,68,34,184,151,108
"(89.8,93.9]",3.6,139,89,114,34,215,160,158
"(93.9,100]",2.58,180,92,173,34,255,159,238
"(100,113]",1.8,92,68,88,34,143,118,127
"(113,125]",0.781,40,28,37,34,75,61,62
"(125,129]",0.126,21,16,12,34,41,36,19
"(129,133]",0.0117,15,11,11,34,36,27,28
"(133,140]",0.0082,31,7,29,34,41,18,39
"(140,155]",0.0042,2,2,2,34,2,2,2
"(0.0042,0.0082]",139.8,14,8,6,35,13,7,6
"(0.0082,0.0117]",132.9,17,13,5,35,18,13,6
"(0.0117,0.126]",129.4,46,17,43,35,61,18,58
"(0.126,0.781]",125,52,39,36,35,69,54,48
"(0.781,1.8]",113,59,47,32,35,81,60,44
"(1.8,2.58]",100.5,63,56,30,35,92,79,42
"(2.58,3.6]",93.9,119,60,101,35,157,89,130
"(3.6,5.33]",89.8,146,107,126,35,204,144,174
"(5.33,7.25]",86.3,158,124,110,35,227,183,157
"(7.25,11.6]",83.6,193,135,153,35,275,206,215
"(11.6,13.8]",72.1,200,159,144,35,290,235,203
"(13.8,16]",66,227,182,172,35,325,267,240
"(16,20.4]",61.6,229,192,188,35,346,288,282
"(20.4,23]",59.2,194,179,133,35,292,278,203
"(23,28.1]",56,172,137,119,35,272,228,174
"(28.1,33.9]",47.8,157,121,100,35,253,213,157
"(33.9,37.8]",41.2,211,104,177,35,330,196,276
"(37.8,41.2]",37.8,227,147,176,35,365,264,274
"(41.2,47.8]",33.9,253,184,217,35,387,309,317
"(47.8,56]",28.1,271,167,257,35,388,278,344
"(56,59.2]",23.03,185,113,166,35,283,199,229
"(59.2,61.6]",20.44,110,103,54,35,192,186,73
"(61.6,66]",15.97,151,86,129,35,236,167,188
"(66,72.1]",13.82,218,71,203,35,317,134,283
"(72.1,83.6]",11.63,240,108,223,35,344,190,307
"(83.6,86.3]",7.246,153,113,121,35,240,193,165
"(86.3,89.8]",5.333,104,77,65,35,184,149,104
"(89.8,93.9]",3.6,138,88,114,35,215,161,158
"(93.9,100]",2.58,180,91,173,35,254,158,237
"(100,113]",1.8,92,68,88,35,143,118,127
"(113,125]",0.781,39,28,36,35,74,61,60
"(125,129]",0.126,23,17,12,35,43,37,21
"(129,133]",0.0117,15,11,11,35,32,27,24
"(133,140]",0.0082,30,6,28,35,45,18,43
"(140,155]",0.0042,2,2,2,35,2,2,2
"(0.0042,0.0082]",139.8,14,4,11,36,13,10,3
"(0.0082,0.0117]",132.9,17,13,4,36,19,13,7
"(0.0117,0.126]",129.4,50,17,47,36,62,18,59
"(0.126,0.781]",125,54,43,37,36,69,55,49
"(0.781,1.8]",113,56,49,28,36,81,61,48
"(1.8,2.58]",100.5,63,54,33,36,91,80,45
"(2.58,3.6]",93.9,118,59,100,36,154,86,130
"(3.6,5.33]",89.8,146,106,122,36,207,142,176
"(5.33,7.25]",86.3,158,123,117,36,226,184,161
"(7.25,11.6]",83.6,191,136,149,36,273,203,214
"(11.6,13.8]",72.1,206,157,153,36,295,236,212
"(13.8,16]",66,223,187,162,36,325,273,232
"(16,20.4]",61.6,229,190,185,36,343,285,278
"(20.4,23]",59.2,200,184,145,36,291,275,206
"(23,28.1]",56,174,138,123,36,271,230,176
"(28.1,33.9]",47.8,158,124,100,36,253,210,160
"(33.9,37.8]",41.2,208,103,175,36,328,198,271
"(37.8,41.2]",37.8,235,148,187,36,361,259,272
"(41.2,47.8]",33.9,250,185,217,36,385,305,320
"(47.8,56]",28.1,271,166,256,36,386,278,343
"(56,59.2]",23.03,189,113,169,36,278,198,224
"(59.2,61.6]",20.44,113,108,58,36,191,180,73
"(61.6,66]",15.97,144,86,123,36,238,165,189
"(66,72.1]",13.82,222,71,207,36,319,140,285
"(72.1,83.6]",11.63,240,108,224,36,343,189,305
"(83.6,86.3]",7.246,150,111,116,36,240,191,172
"(86.3,89.8]",5.333,106,78,70,36,182,149,106
"(89.8,93.9]",3.6,138,88,113,36,218,161,162
"(93.9,100]",2.58,180,91,173,36,253,159,236
"(100,113]",1.8,92,68,88,36,143,118,127
"(113,125]",0.781,39,28,36,36,74,61,59
"(125,129]",0.126,22,16,12,36,42,36,21
"(129,133]",0.0117,16,11,12,36,35,27,27
"(133,140]",0.0082,30,7,28,36,42,18,40
"(140,155]",0.0042,2,2,2,36,2,2,2
"(0.0042,0.0082]",139.8,18,10,9,37,18,9,9
"(0.0082,0.0117]",132.9,17,17,1,37,18,17,2
"(0.0117,0.126]",129.4,50,17,47,37,61,18,58
"(0.126,0.781]",125,52,43,32,37,75,54,52
"(0.781,1.8]",113,55,46,29,37,82,67,42
"(1.8,2.58]",100.5,65,54,33,37,95,82,45
"(2.58,3.6]",93.9,112,61,95,37,159,89,137
"(3.6,5.33]",89.8,150,102,131,37,204,147,172
"(5.33,7.25]",86.3,159,126,113,37,229,182,166
"(7.25,11.6]",83.6,189,137,153,37,271,208,207
"(11.6,13.8]",72.1,200,154,146,37,294,233,216
"(13.8,16]",66,220,180,167,37,326,268,237
"(16,20.4]",61.6,239,192,197,37,337,285,270
"(20.4,23]",59.2,195,185,140,37,286,268,208
"(23,28.1]",56,177,138,125,37,271,227,176
"(28.1,33.9]",47.8,158,127,101,37,254,215,156
"(33.9,37.8]",41.2,208,102,176,37,330,196,276
"(37.8,41.2]",37.8,238,150,189,37,356,262,252
"(41.2,47.8]",33.9,248,185,208,37,387,301,322
"(47.8,56]",28.1,270,168,255,37,385,277,341
"(56,59.2]",23.03,185,111,167,37,280,198,228
"(59.2,61.6]",20.44,111,104,59,37,191,185,65
"(61.6,66]",15.97,151,87,130,37,244,170,196
"(66,72.1]",13.82,223,75,208,37,319,137,285
"(72.1,83.6]",11.63,240,108,224,37,340,190,302
"(83.6,86.3]",7.246,154,114,122,37,237,186,166
"(86.3,89.8]",5.333,106,78,70,37,185,152,105
"(89.8,93.9]",3.6,138,88,114,37,217,161,161
"(93.9,100]",2.58,180,92,173,37,254,158,237
"(100,113]",1.8,92,68,88,37,143,118,127
"(113,125]",0.781,40,28,37,37,72,61,58
"(125,129]",0.126,23,18,15,37,43,35,22
"(129,133]",0.0117,16,11,12,37,32,27,25
"(133,140]",0.0082,30,7,28,37,45,18,43
"(140,155]",0.0042,2,2,2,37,2,2,2
"(0.0042,0.0082]",139.8,15,8,8,38,10,7,3
"(0.0082,0.0117]",132.9,17,14,3,38,18,10,9
"(0.0117,0.126]",129.4,50,17,47,38,61,18,58
"(0.126,0.781]",125,50,43,31,38,73,54,48
"(0.781,1.8]",113,55,43,31,38,77,63,43
"(1.8,2.58]",100.5,64,55,29,38,90,77,45
"(2.58,3.6]",93.9,114,60,97,38,158,86,134
"(3.6,5.33]",89.8,144,104,122,38,201,146,170
"(5.33,7.25]",86.3,159,120,111,38,229,179,165
"(7.25,11.6]",83.6,192,140,151,38,272,206,211
"(11.6,13.8]",72.1,208,157,152,38,290,236,208
"(13.8,16]",66,225,186,168,38,329,270,237
"(16,20.4]",61.6,230,192,188,38,340,286,282
"(20.4,23]",59.2,190,176,137,38,287,267,201
"(23,28.1]",56,173,138,123,38,269,229,167
"(28.1,33.9]",47.8,154,119,98,38,254,212,161
"(33.9,37.8]",41.2,206,101,177,38,332,196,278
"(37.8,41.2]",37.8,234,146,184,38,357,262,264
"(41.2,47.8]",33.9,247,183,210,38,377,295,305
"(47.8,56]",28.1,271,167,256,38,390,278,345
"(56,59.2]",23.03,184,111,166,38,285,202,230
"(59.2,61.6]",20.44,109,104,54,38,192,186,72
"(61.6,66]",15.97,151,85,131,38,236,166,189
"(66,72.1]",13.82,218,70,203,38,319,138,285
"(72.1,83.6]",11.63,240,108,224,38,343,189,305
"(83.6,86.3]",7.246,152,113,118,38,241,191,170
"(86.3,89.8]",5.333,104,75,69,38,183,152,105
"(89.8,93.9]",3.6,140,89,115,38,217,160,163
"(93.9,100]",2.58,180,93,173,38,254,159,237
"(100,113]",1.8,92,68,88,38,143,118,127
"(113,125]",0.781,39,28,36,38,74,61,59
"(125,129]",0.126,22,16,14,38,44,38,23
"(129,133]",0.0117,15,11,11,38,36,27,28
"(133,140]",0.0082,31,7,29,38,39,16,37
"(140,155]",0.0042,2,2,2,38,2,2,2
"(0.0042,0.0082]",139.8,12,7,5,39,10,8,3
"(0.0082,0.0117]",132.9,17,12,6,39,19,10,9
"(0.0117,0.126]",129.4,50,17,47,39,62,18,59
"(0.126,0.781]",125,53,43,34,39,72,55,51
"(0.781,1.8]",113,57,47,28,39,79,64,42
"(1.8,2.58]",100.5,65,56,33,39,92,78,41
"(2.58,3.6]",93.9,116,61,100,39,158,87,136
"(3.6,5.33]",89.8,149,105,126,39,208,148,176
"(5.33,7.25]",86.3,158,126,112,39,229,184,168
"(7.25,11.6]",83.6,189,138,149,39,274,205,207
"(11.6,13.8]",72.1,195,153,144,39,297,238,214
"(13.8,16]",66,226,176,172,39,324,272,236
"(16,20.4]",61.6,232,192,186,39,346,284,283
"(20.4,23]",59.2,200,187,147,39,293,281,201
"(23,28.1]",56,176,139,123,39,275,230,179
"(28.1,33.9]",47.8,160,127,105,39,251,214,155
"(33.9,37.8]",41.2,205,102,174,39,334,195,275
"(37.8,41.2]",37.8,235,147,179,39,359,268,271
"(41.2,47.8]",33.9,251,185,217,39,385,304,325
"(47.8,56]",28.1,271,169,256,39,390,276,346
"(56,59.2]",23.03,180,111,163,39,282,203,227
"(59.2,61.6]",20.44,112,101,58,39,195,185,72
"(61.6,66]",15.97,151,87,132,39,237,168,188
"(66,72.1]",13.82,224,74,209,39,316,135,282
"(72.1,83.6]",11.63,239,109,223,39,343,189,305
"(83.6,86.3]",7.246,152,112,119,39,237,189,168
"(86.3,89.8]",5.333,105,75,68,39,186,151,104
"(89.8,93.9]",3.6,136,89,112,39,215,160,159
"(93.9,100]",2.58,181,91,174,39,253,158,236
"(100,113]",1.8,92,68,88,39,143,118,127
"(113,125]",0.781,40,28,36,39,72,61,58
"(125,129]",0.126,22,17,15,39,43,35,23
"(129,133]",0.0117,17,11,13,39,35,27,27
"(133,140]",0.0082,30,8,28,39,41,17,39
"(140,155]",0.0042,2,2,2,39,2,2,2
"(0.0042,0.0082]",139.8,14,6,9,40,15,7,8
"(0.0082,0.0117]",132.9,17,13,4,40,19,15,5
"(0.0117,0.126]",129.4,50,17,47,40,61,18,58
"(0.126,0.781]",125,51,43,32,40,70,53,51
"(0.781,1.8]",113,57,45,33,40,83,62,49
"(1.8,2.58]",100.5,65,56,33,40,92,82,42
"(2.58,3.6]",93.9,115,61,94,40,156,88,133
"(3.6,5.33]",89.8,149,104,125,40,201,145,167
"(5.33,7.25]",86.3,156,126,108,40,223,178,159
"(7.25,11.6]",83.6,192,136,151,40,277,205,214
"(11.6,13.8]",72.1,201,156,151,40,298,235,212
"(13.8,16]",66,227,181,169,40,328,277,242
"(16,20.4]",61.6,231,194,185,40,339,284,279
"(20.4,23]",59.2,189,175,135,40,288,271,205
"(23,28.1]",56,174,138,126,40,270,228,176
"(28.1,33.9]",47.8,157,120,102,40,255,213,157
"(33.9,37.8]",41.2,211,106,177,40,326,196,270
"(37.8,41.2]",37.8,234,150,178,40,353,256,270
"(41.2,47.8]",33.9,247,183,214,40,385,299,322
"(47.8,56]",28.1,272,168,258,40,387,277,342
"(56,59.2]",23.03,182,111,161,40,281,199,226
"(59.2,61.6]",20.44,113,106,63,40,198,190,75
"(61.6,66]",15.97,151,85,130,40,239,169,191
"(66,72.1]",13.82,222,74,207,40,317,135,283
"(72.1,83.6]",11.63,239,108,223,40,345,190,308
"(83.6,86.3]",7.246,151,110,117,40,239,194,169
"(86.3,89.8]",5.333,103,78,69,40,189,150,109
"(89.8,93.9]",3.6,137,86,112,40,216,163,161
"(93.9,100]",2.58,181,91,174,40,254,160,237
"(100,113]",1.8,92,68,88,40,143,118,127
"(113,125]",0.781,37,28,34,40,77,61,62
"(125,129]",0.126,25,17,18,40,40,37,19
"(129,133]",0.0117,16,11,12,40,35,27,27
"(133,140]",0.0082,30,7,28,40,42,18,40
"(140,155]",0.0042,2,2,2,40,2,2,2
"(0.0042,0.0082]",139.8,14,8,7,41,14,11,4
"(0.0082,0.0117]",132.9,17,13,4,41,18,13,5
"(0.0117,0.126]",129.4,50,17,47,41,61,18,58
"(0.126,0.781]",125,52,43,32,41,70,54,49
"(0.781,1.8]",113,56,46,30,41,81,62,46
"(1.8,2.58]",100.5,62,54,31,41,92,79,42
"(2.58,3.6]",93.9,115,59,95,41,150,88,127
"(3.6,5.33]",89.8,149,104,125,41,201,137,169
"(5.33,7.25]",86.3,162,126,119,41,226,180,168
"(7.25,11.6]",83.6,190,141,146,41,277,207,217
"(11.6,13.8]",72.1,201,155,147,41,290,235,206
"(13.8,16]",66,222,181,163,41,330,270,243
"(16,20.4]",61.6,230,188,189,41,340,285,277
"(20.4,23]",59.2,188,175,137,41,298,283,208
"(23,28.1]",56,176,137,122,41,274,229,182
"(28.1,33.9]",47.8,157,124,101,41,253,214,156
"(33.9,37.8]",41.2,205,103,175,41,327,196,273
"(37.8,41.2]",37.8,238,145,188,41,355,258,267
"(41.2,47.8]",33.9,244,181,209,41,382,300,321
"(47.8,56]",28.1,270,170,255,41,390,277,346
"(56,59.2]",23.03,188,111,170,41,280,199,226
"(59.2,61.6]",20.44,113,106,58,41,195,187,71
"(61.6,66]",15.97,147,88,126,41,241,171,192
"(66,72.1]",13.82,219,69,204,41,317,135,283
"(72.1,83.6]",11.63,239,108,223,41,344,189,307
"(83.6,86.3]",7.246,152,111,117,41,238,191,166
"(86.3,89.8]",5.333,104,77,64,41,181,148,101
"(89.8,93.9]",3.6,139,88,114,41,216,161,161
"(93.9,100]",2.58,181,93,174,41,255,158,238
"(100,113]",1.8,92,68,88,41,143,118,127
"(113,125]",0.781,36,28,32,41,76,61,61
"(125,129]",0.126,26,17,19,41,40,36,18
"(129,133]",0.0117,16,11,12,41,35,27,28
"(133,140]",0.0082,30,7,28,41,41,17,39
"(140,155]",0.0042,2,2,2,41,2,2,2
"(0.0042,0.0082]",139.8,11,4,8,42,15,11,4
"(0.0082,0.0117]",132.9,17,11,7,42,18,14,4
"(0.0117,0.126]",129.4,50,17,47,42,60,18,57
"(0.126,0.781]",125,55,43,38,42,72,53,49
"(0.781,1.8]",113,57,48,29,42,79,62,44
"(1.8,2.58]",100.5,65,56,33,42,90,78,42
"(2.58,3.6]",93.9,112,62,94,42,155,87,135
"(3.6,5.33]",89.8,145,101,123,42,208,144,177
"(5.33,7.25]",86.3,168,122,119,42,224,185,158
"(7.25,11.6]",83.6,184,141,143,42,272,202,213
"(11.6,13.8]",72.1,200,154,149,42,292,234,207
"(13.8,16]",66,218,177,168,42,330,274,240
"(16,20.4]",61.6,232,189,191,42,343,283,282
"(20.4,23]",59.2,192,180,140,42,290,276,195
"(23,28.1]",56,178,138,126,42,273,228,175
"(28.1,33.9]",47.8,157,124,102,42,253,214,155
"(33.9,37.8]",41.2,209,103,179,42,329,197,273
"(37.8,41.2]",37.8,235,153,183,42,371,267,280
"(41.2,47.8]",33.9,248,182,213,42,388,312,321
"(47.8,56]",28.1,269,166,255,42,385,276,340
"(56,59.2]",23.03,183,110,162,42,280,199,229
"(59.2,61.6]",20.44,114,106,62,42,197,188,80
"(61.6,66]",15.97,151,87,130,42,234,163,186
"(66,72.1]",13.82,218,70,203,42,319,137,285
"(72.1,83.6]",11.63,238,108,222,42,344,190,307
"(83.6,86.3]",7.246,150,110,117,42,239,192,169
"(86.3,89.8]",5.333,104,74,68,42,182,148,106
"(89.8,93.9]",3.6,138,89,113,42,216,160,159
"(93.9,100]",2.58,179,90,172,42,255,160,238
"(100,113]",1.8,92,68,88,42,143,118,127
"(113,125]",0.781,36,28,32,42,72,61,57
"(125,129]",0.126,26,17,19,42,47,39,26
"(129,133]",0.0117,17,11,13,42,34,27,26
"(133,140]",0.0082,31,9,29,42,42,17,40
"(140,155]",0.0042,2,2,2,42,2,2,2
"(0.0042,0.0082]",139.8,9,5,5,43,13,9,4
"(0.0082,0.0117]",132.9,18,9,9,43,19,13,7
"(0.0117,0.126]",129.4,49,17,46,43,61,18,58
"(0.126,0.781]",125,52,42,37,43,71,54,55
"(0.781,1.8]",113,55,47,25,43,81,62,47
"(1.8,2.58]",100.5,65,54,37,43,92,81,41
"(2.58,3.6]",93.9,115,60,99,43,157,87,135
"(3.6,5.33]",89.8,146,103,125,43,202,144,169
"(5.33,7.25]",86.3,162,124,114,43,233,181,164
"(7.25,11.6]",83.6,184,137,142,43,275,212,209
"(11.6,13.8]",72.1,208,153,159,43,304,234,216
"(13.8,16]",66,222,184,161,43,322,279,236
"(16,20.4]",61.6,229,191,190,43,340,286,274
"(20.4,23]",59.2,192,177,130,43,298,279,213
"(23,28.1]",56,175,139,123,43,271,228,176
"(28.1,33.9]",47.8,155,121,99,43,247,207,155
"(33.9,37.8]",41.2,210,103,181,43,328,196,272
"(37.8,41.2]",37.8,239,147,186,43,364,261,271
"(41.2,47.8]",33.9,242,184,207,43,388,308,323
"(47.8,56]",28.1,270,168,255,43,384,279,340
"(56,59.2]",23.03,180,111,164,43,283,197,233
"(59.2,61.6]",20.44,113,100,64,43,195,186,68
"(61.6,66]",15.97,148,86,128,43,236,169,188
"(66,72.1]",13.82,218,70,203,43,319,137,285
"(72.1,83.6]",11.63,239,108,223,43,342,189,305
"(83.6,86.3]",7.246,152,113,121,43,241,191,170
"(86.3,89.8]",5.333,103,76,68,43,182,149,106
"(89.8,93.9]",3.6,139,86,114,43,215,160,158
